country,variety,price,points
US,Riesling,20.0,86
France,"Bordeaux-style Red Blend",36.0,86
Italy,"Red Blend",18.0,86
US,Zinfandel,30.0,86
US,"Cabernet Franc",27.0,86
US,Chardonnay,13.0,86
US,Verdelho,16.0,86
US,"Cabernet Sauvignon",20.0,86
US,"Cabernet Sauvignon",7.0,86
Italy,Sangiovese,44.0,86
Italy,Sangiovese,50.0,86
Italy,Sangiovese,85.0,86
France,"Bordeaux-style Red Blend",20.0,86
US,"Cabernet Sauvignon",18.0,86
US,Syrah,30.0,86
Spain,Rosado,15.0,86
US,Chardonnay,36.0,86
Argentina,Malbec,21.0,86
Spain,Sherry,16.0,86
US,"Cabernet Sauvignon-Merlot",26.0,86
US,"Red Blend",11.0,86
France,"Bordeaux-style White Blend",13.0,86
France,"Bordeaux-style Red Blend",20.0,86
US,Riesling,20.0,86
France,"Bordeaux-style Red Blend",10.0,86
US,"Pinot Noir",40.0,88
US,"Pinot Noir",13.0,88
Portugal,"Portuguese Red",8.0,88
Spain,"Cabernet Franc",32.0,88
US,"Cabernet Franc",40.0,88
France,"Red Blend",15.0,88
France,Malbec-Merlot,16.0,88
US,"Cabernet Sauvignon",10.0,88
Italy,"Red Blend",29.0,88
US,"Red Blend",39.0,88
US,"Mourvèdre",28.0,88
Germany,Riesling,25.0,88
France,"Rhône-style Red Blend",12.0,88
Spain,"Sparkling Blend",19.0,88
Spain,"Pedro Ximénez",40.0,88
US,"Red Blend",59.0,88
US,"Rhône-style White Blend",22.0,88
Portugal,"Portuguese Red",12.0,88
US,"Sparkling Blend",14.0,88
US,Chardonnay,40.0,88
US,Tempranillo,35.0,88
US,"Pinot Noir",27.0,88
US,"Pinot Gris",20.0,88
Chile,"Sauvignon Blanc",15.0,88
Italy,Sangiovese,37.0,88
US,Malbec,30.0,88
US,Merlot,49.0,88
Chile,"Sauvignon Blanc",18.0,88
Italy,Ciliegiolo,30.0,88
US,Marsanne-Roussanne,24.0,88
US,Grenache,32.0,91
US,Syrah,35.0,91
Lebanon,"Red Blend",20.0,91
Portugal,"Portuguese Red",20.0,91
France,Riesling,24.0,91
US,"Cabernet Sauvignon",40.0,91
US,"Cabernet Sauvignon",85.0,91
US,"Cabernet Sauvignon",32.0,91
Italy,Nebbiolo,40.0,91
US,"Cabernet Franc",28.0,91
US,"White Blend",16.0,91
US,"White Blend",32.0,91
Croatia,"Red Blend",50.0,91
France,"Bordeaux-style Red Blend",28.0,91
Portugal,Syrah,60.0,91
Portugal,"Portuguese Red",35.0,91
US,Chardonnay,64.0,91
US,Chardonnay,40.0,91
US,Riesling,30.0,91
US,Riesling,17.0,91
US,"Red Blend",35.0,91
Hungary,Furmint,20.0,91
Portugal,"Portuguese Red",14.0,91
France,Riesling,27.0,91
Canada,Riesling,30.0,91
Portugal,"Portuguese Red",10.0,91
Portugal,Merlot,25.0,91
US,Chardonnay,44.0,91
Italy,"Pinot Bianco",16.0,90
Germany,Riesling,30.0,90
Germany,Riesling,66.0,90
Germany,Riesling,17.0,90
Germany,Riesling,23.0,90
US,Charbono,32.0,90
Italy,Sauvignon,19.0,90
US,Chardonnay,30.0,90
US,Chardonnay,50.0,90
US,Chardonnay,22.0,90
France,Gamay,42.0,90
Portugal,"Portuguese Red",16.0,90
US,"Rhône-style White Blend",19.0,90
Italy,"Pinot Grigio",16.0,90
Germany,Riesling,20.0,90
Germany,Riesling,28.0,90
Germany,Riesling,12.0,90
Germany,"Pinot Noir",25.0,90
Germany,"Spätburgunder",37.0,90
Germany,Riesling,14.0,90
France,"Pinot Noir",64.0,90
US,"Red Blend",42.0,90
Italy,"Pinot Bianco",29.0,90
Italy,"Pinot Grigio",18.0,90
Italy,Garganega,19.0,90
Italy,"Pinot Bianco",30.0,90
France,Gamay,22.0,90
Portugal,"Portuguese Red",30.0,90
Austria,"Red Blend",28.0,92
US,"Cabernet Sauvignon",140.0,92
US,Syrah,41.0,92
Spain,Tempranillo,46.0,92
US,"Sauvignon Blanc",40.0,92
US,"Pinot Noir",90.0,92
Spain,"Tinta de Toro",25.0,92
Argentina,"Malbec Blend",38.0,92
"New Zealand","Sauvignon Blanc",29.0,92
US,"Cabernet Sauvignon",118.0,92
Spain,Tempranillo,50.0,92
US,"Cabernet Sauvignon",65.0,92
Spain,"Tempranillo Blend",44.0,92
"New Zealand","Pinot Noir",28.0,92
Austria,Weissburgunder,17.0,92
US,Chardonnay,45.0,92
Austria,"Grüner Veltliner",20.0,92
US,Chardonnay,38.0,92
US,Syrah,45.0,92
US,Zinfandel,50.0,92
US,Tempranillo,28.0,92
US,Primitivo,28.0,92
US,"Cabernet Sauvignon",120.0,92
Austria,"Grüner Veltliner",25.0,92
US,"Pinot Noir",65.0,92
US,"Pinot Noir",49.0,92
US,"Cabernet Sauvignon",62.0,92
Spain,"Tinta de Toro",80.0,92
France,"Rosé",65.0,92
US,"Bordeaux-style Red Blend",16.0,87
Portugal,"Portuguese Red",12.0,87
US,"Pinot Noir",29.0,87
Italy,Nebbiolo,90.0,87
Spain,"Red Blend",18.0,87
US,Chardonnay,20.0,87
Serbia,Morava,26.0,87
Australia,"Pinot Noir",42.0,87
Spain,Tempranillo,10.0,87
Spain,Tempranillo,10.0,87
Spain,"Tinta de Toro",12.0,87
Portugal,"Portuguese Red",12.0,87
US,"Cabernet Sauvignon",42.0,87
France,"Sauvignon Blanc",28.0,87
US,"Sauvignon Blanc",13.0,87
US,"Sauvignon Blanc",13.0,87
US,Chardonnay,13.0,87
France,Melon,12.0,87
US,"Pinot Noir",57.0,87
Spain,Rosado,13.0,87
Portugal,"Portuguese White",18.0,87
Italy,Nebbiolo,70.0,87
US,"Pinot Noir",13.0,87
France,"Bordeaux-style Red Blend",15.0,87
France,"Cabernet Franc",16.0,87
France,"Chenin Blanc",14.0,87
US,Merlot,18.0,87
Italy,Nebbiolo,50.0,87
France,"Bordeaux-style White Blend",12.0,87
US,"Cabernet Sauvignon",40.0,89
US,Syrah,25.0,89
Morocco,"Red Blend",15.0,89
Italy,Sangiovese,60.0,89
France,"Pinot Noir",25.0,89
Italy,Sangiovese,44.0,89
Moldova,"Red Blend",16.0,89
US,"Bordeaux-style Red Blend",50.0,89
US,"Pinot Noir",39.0,89
US,Chardonnay,40.0,89
Spain,"Albariño",18.0,89
Bulgaria,Ruen,15.0,89
US,"Gewürztraminer",15.0,89
US,Malbec,24.0,89
France,"Rosé",22.0,89
France,Roussanne,30.0,89
Spain,Tempranillo,23.0,89
US,"Sparkling Blend",12.0,89
US,"Cabernet Sauvignon",18.0,89
Italy,Sangiovese,70.0,89
Italy,Sangiovese,45.0,89
Bulgaria,"Red Blend",20.0,89
Bulgaria,"Red Blend",20.0,89
US,"Cabernet Sauvignon",85.0,89
Serbia,Riesling,20.0,89
US,"Sauvignon Blanc",21.0,89
Serbia,"Red Blend",40.0,89
US,Syrah,36.0,89
US,Viognier,37.0,89
US,Syrah,36.0,89
Italy,Nebbiolo,160.0,90
Israel,"Cabernet Sauvignon",70.0,90
US,"Pinot Noir",45.0,90
France,Chardonnay,238.0,90
Portugal,"Portuguese Red",16.0,90
France,Chardonnay,65.0,90
Portugal,"Portuguese Red",12.0,90
Italy,Nebbiolo,105.0,90
Germany,Riesling,38.0,90
Italy,Nebbiolo,38.0,90
US,"Pinot Noir",48.0,90
US,Chardonnay,35.0,90
US,Zinfandel,25.0,90
Portugal,Port,65.0,90
Portugal,"Portuguese Red",13.0,90
US,"Pinot Noir",50.0,90
US,Syrah,29.0,90
US,"Cabernet Sauvignon",64.0,90
US,"Pinot Noir",28.0,90
Israel,"Bordeaux-style Red Blend",85.0,90
Germany,Silvaner,27.0,90
US,"Red Blend",14.0,90
US,"Pinot Noir",40.0,90
Italy,Nebbiolo,55.0,90
Italy,Nebbiolo,20.0,90
Spain,"Hondarrabi Zuri",29.0,90
Spain,Tempranillo,40.0,90
US,Merlot,20.0,90
Argentina,Malbec,20.0,90
Spain,"Tempranillo Blend",15.0,89
Germany,Lemberger,23.0,89
US,"Sauvignon Blanc",25.0,89
Spain,Tempranillo,13.0,89
Australia,Marsanne,34.0,89
Slovenia,Chardonnay,29.0,89
Italy,Grillo,14.0,89
Italy,Fiano,30.0,89
France,"Rosé",12.0,89
France,"Rosé",10.0,89
Slovenia,"White Blend",15.0,89
US,Chardonnay,15.0,89
US,"Pinot Noir",28.0,89
US,"Pinot Noir",100.0,89
US,"Sparkling Blend",19.0,89
US,Syrah,24.0,89
France,"Rosé",13.0,89
Germany,Riesling,19.0,89
US,"Pinot Noir",49.0,89
Spain,"Tempranillo Blend",14.0,89
Germany,Riesling,17.0,89
Italy,Greco,19.0,89
US,"Red Blend",25.0,89
US,"Sauvignon Blanc",22.0,89
France,"Pinot Noir",30.0,89
Italy,Catarratto,30.0,89
France,"Pinot Blanc",14.0,89
France,"Pinot Noir",28.0,89
France,Sylvaner,24.0,89
France,Auxerrois,24.0,89
France,"White Blend",17.0,89
US,"Cabernet Sauvignon",150.0,96
Italy,Sangiovese,65.0,96
France,"Bordeaux-style Red Blend",202.0,95
France,"Alsace white blend",66.0,95
France,Riesling,38.0,95
France,"Alsace white blend",50.0,95
US,"Pinot Noir",45.0,95
US,"Pinot Noir",50.0,95
France,"Bordeaux-style Red Blend",60.0,95
France,Riesling,50.0,95
Italy,Sangiovese,65.0,95
France,"Bordeaux-style Red Blend",250.0,95
France,Riesling,45.0,95
US,"Pinot Noir",72.0,95
France,"Gewürztraminer",90.0,95
France,Riesling,44.0,95
Italy,Sangiovese,95.0,95
Italy,Sangiovese,80.0,95
Italy,Sangiovese,120.0,95
US,"Pinot Noir",82.0,95
US,"Pinot Noir",58.0,95
Italy,Sangiovese,75.0,95
France,"Bordeaux-style Red Blend",165.0,95
France,"Bordeaux-style White Blend",35.0,95
Italy,Sangiovese,70.0,95
Italy,Sangiovese,90.0,95
France,"Pinot Gris",83.0,95
France,"Pinot Gris",90.0,95
US,Riesling,20.0,86
France,"Bordeaux-style Red Blend",18.0,86
US,Zinfandel,12.0,86
US,"Sauvignon Blanc",16.0,86
US,Chardonnay,25.0,86
Italy,"Red Blend",24.0,86
US,Merlot,18.0,86
France,"Bordeaux-style Red Blend",30.0,86
France,"Bordeaux-style Red Blend",10.0,86
Spain,Verdejo,23.0,86
US,Syrah,40.0,86
US,Chardonnay,18.0,86
US,Syrah,35.0,86
US,"Red Blend",20.0,86
France,"Bordeaux-style Red Blend",20.0,86
US,"Pinot Noir",8.0,86
US,"Pinot Noir",55.0,86
Italy,"Red Blend",24.0,86
US,"Bordeaux-style Red Blend",25.0,86
US,"Cabernet Sauvignon",13.0,86
US,"Cabernet Sauvignon",11.0,86
France,"Sauvignon Blanc",15.0,86
US,"Cabernet Sauvignon",20.0,86
Spain,Tempranillo,28.0,86
US,Chardonnay,14.0,86
US,Chardonnay,16.0,86
US,Chardonnay,28.0,86
US,"Pinot Grigio",10.0,86
US,"Petite Sirah",30.0,86
US,"Pinot Noir",49.0,92
US,"Cabernet Sauvignon",62.0,92
Spain,"Tinta de Toro",80.0,92
France,"Rosé",65.0,92
France,"Rosé",32.0,92
Austria,"Grüner Veltliner",43.0,92
France,"Rosé",40.0,92
Spain,Tempranillo,59.0,92
US,"Cabernet Sauvignon",65.0,92
Austria,"Blaufränkisch",15.0,92
US,Syrah,55.0,92
US,Sangiovese,36.0,92
Austria,"Grüner Veltliner",18.0,92
US,Chardonnay,19.0,91
US,Barbera,50.0,91
US,"Bordeaux-style Red Blend",75.0,91
US,"Cabernet Sauvignon",48.0,91
"New Zealand","Champagne Blend",35.0,91
US,Syrah,18.0,91
Italy,Greco,29.0,91
Italy,Aglianico,40.0,91
Spain,"Tempranillo Blend",60.0,91
US,Syrah,49.0,91
US,"Pinot Noir",55.0,91
US,Chardonnay,45.0,91
US,Syrah,35.0,91
US,Syrah,38.0,91
US,"Bordeaux-style Red Blend",60.0,91
US,"Rhône-style White Blend",20.0,91
US,"Rhône-style White Blend",22.0,89
Italy,Sangiovese,90.0,89
US,Chardonnay,24.0,89
US,Merlot,34.0,89
Canada,Merlot,32.0,89
Morocco,"Red Blend",25.0,89
Spain,Tempranillo,20.0,89
Italy,Sangiovese,65.0,89
US,Sangiovese,45.0,89
Italy,"Red Blend",15.0,89
US,"Bordeaux-style Red Blend",36.0,89
Italy,"Red Blend",49.0,89
Italy,"Cabernet Sauvignon",15.0,89
Slovenia,"Ribolla Gialla",22.0,89
US,Merlot,20.0,89
US,Syrah,40.0,89
Italy,Sangiovese,107.0,89
US,"Cabernet Franc",46.0,89
US,"Petite Sirah",29.0,89
US,"Pinot Noir",30.0,89
US,"Sauvignon Blanc",21.0,89
Serbia,"Red Blend",40.0,89
US,Syrah,36.0,89
US,Viognier,37.0,89
US,Syrah,36.0,89
Bulgaria,Chardonnay,12.0,89
US,Chardonnay,17.0,89
US,Chardonnay,45.0,89
US,Syrah,25.0,89
US,Zinfandel,22.0,89
US,"Pinot Noir",22.0,88
Italy,Vermentino,35.0,88
US,"Red Blend",22.0,88
US,"Gewürztraminer",18.0,88
Germany,Silvaner,18.0,88
Germany,Riesling,13.0,88
US,"Pinot Noir",12.0,88
US,"Rhône-style Red Blend",28.0,88
Chile,Syrah,20.0,88
US,"Sauvignon Blanc",13.0,88
US,"Petite Sirah",10.0,88
Spain,"Tempranillo Blend",30.0,88
Italy,Merlot,140.0,88
Chile,"Carmenère",20.0,88
France,"Rosé",14.0,88
US,"Pinot Gris",13.0,88
US,"Pinot Noir",33.0,88
Italy,"Red Blend",60.0,88
Italy,Merlot,65.0,88
France,"Chardonnay-Sauvignon Blanc",16.0,88
US,Syrah-Grenache,25.0,88
US,Malbec,35.0,88
US,"Bordeaux-style Red Blend",125.0,88
France,"Red Blend",11.0,88
Spain,Tempranillo,24.0,88
France,"White Blend",17.0,88
Greece,"White Blend",12.0,88
France,"Rhône-style White Blend",20.0,88
Germany,Riesling,14.0,88
US,"Red Blend",35.0,91
Portugal,"Portuguese Red",75.0,91
US,"Champagne Blend",60.0,91
Chile,"Red Blend",40.0,91
US,Chardonnay,26.0,91
US,"Petit Verdot",36.0,91
Chile,"Cabernet Sauvignon-Carmenère",35.0,91
France,Riesling,25.0,91
France,"Gewürztraminer",48.0,91
France,Riesling,29.0,91
US,Chardonnay,35.0,91
US,Chardonnay,48.0,91
Canada,Vidal,60.0,91
Lebanon,"Syrah-Cabernet Sauvignon",30.0,91
US,Syrah,20.0,91
US,"Cabernet Sauvignon",70.0,91
Portugal,"Portuguese Red",23.0,91
US,Zinfandel,38.0,91
US,Chardonnay,25.0,91
US,Chardonnay,18.0,91
US,"Red Blend",40.0,91
France,"Bordeaux-style Red Blend",24.0,91
US,"Red Blend",20.0,91
Italy,Nebbiolo,40.0,91
France,"Bordeaux-style Red Blend",50.0,91
US,"Cabernet Sauvignon",20.0,91
US,"Red Blend",80.0,91
France,Chardonnay,46.0,90
US,"Pinot Blanc",19.0,90
Italy,Sauvignon,18.0,90
Italy,Sangiovese,75.0,90
Italy,Garganega,18.0,90
Italy,Turbiana,20.0,90
US,"Pinot Noir",48.0,90
Italy,"Pinot Grigio",20.0,90
Portugal,"Portuguese White",13.0,90
France,"Bordeaux-style Red Blend",60.0,90
France,"Bordeaux-style Red Blend",23.0,90
US,"Pinot Noir",32.0,90
Portugal,Alvarinho,19.0,90
Germany,Rieslaner,35.0,90
Germany,Riesling,33.0,90
Germany,Riesling,18.0,90
Germany,Riesling,23.0,90
US,Marsanne-Roussanne,28.0,90
Germany,Riesling,32.0,90
Italy,"Pinot Bianco",18.0,90
Portugal,"Cabernet Sauvignon",20.0,90
US,Chardonnay,35.0,90
Germany,Riesling,15.0,90
US,Syrah,36.0,90
US,"Albariño",32.0,90
US,"Cabernet Sauvignon",49.0,90
US,Zinfandel,40.0,90
Italy,"Red Blend",60.0,90
US,"Red Blend",40.0,87
Argentina,"White Blend",15.0,87
US,"Cabernet Sauvignon",45.0,87
Italy,Nebbiolo,60.0,87
US,"Petit Verdot",28.0,87
Italy,Nebbiolo,50.0,87
Argentina,Malbec,39.0,87
Portugal,Arinto,13.0,87
Spain,Tempranillo,11.0,87
US,Merlot,20.0,87
Spain,Rosado,10.0,87
US,"Pinot Noir",48.0,87
Argentina,"Torrontés",12.0,87
Portugal,"Portuguese Red",12.0,87
Argentina,"Cabernet Sauvignon",28.0,87
US,"Cabernet Sauvignon",75.0,87
Italy,Nebbiolo,45.0,87
US,"Pinot Noir",26.0,87
US,Viognier,26.0,87
US,Chardonnay,30.0,87
Portugal,"Portuguese White",12.0,87
US,"Pinot Noir",11.0,87
France,"Bordeaux-style Red Blend",17.0,87
France,"Bordeaux-style Red Blend",20.0,87
France,"Bordeaux-style White Blend",13.0,87
France,"Sauvignon Blanc",26.0,87
US,"Pinot Gris",16.0,87
Spain,Tempranillo,30.0,89
Germany,Dornfelder,20.0,89
Italy,Nebbiolo,60.0,89
Australia,"Pinot Noir",20.0,89
Italy,Nebbiolo,70.0,89
Spain,Tempranillo,33.0,89
Argentina,Malbec,22.0,89
Italy,Nebbiolo,45.0,89
Italy,Nebbiolo,79.0,89
US,"Pinot Noir",48.0,89
Germany,"Pinot Gris",14.0,89
US,Syrah,65.0,89
US,Viognier,20.0,89
France,"Bordeaux-style White Blend",12.0,89
Germany,Silvaner,13.0,89
Germany,Riesling,24.0,89
US,Syrah,32.0,89
US,"Red Blend",32.0,89
France,"Sauvignon Blanc",29.0,89
Italy,Nebbiolo,79.0,89
Portugal,"Alicante Bouschet",15.0,89
Australia,"Pinot Noir",20.0,89
US,Viognier,22.0,89
Italy,Nebbiolo,45.0,89
US,"Pinot Noir",48.0,89
Spain,Tempranillo,73.0,89
US,"Pinot Noir",45.0,89
Italy,Nebbiolo,48.0,89
France,"Pinot Blanc",12.0,89
France,"Pinot Blanc",14.0,89
France,Sylvaner,13.0,89
US,"Pinot Noir",45.0,89
Spain,Garnacha,20.0,89
Spain,"Tempranillo Blend",20.0,89
Chile,"Sauvignon Blanc",17.0,89
US,Malbec,45.0,89
Spain,"Tinto Fino",65.0,89
Italy,Carricante,23.0,89
US,"Sauvignon Blanc",22.0,89
US,Viognier,32.0,89
Italy,Fiano,18.0,89
US,Chardonnay,32.0,89
US,Merlot,25.0,89
US,Tempranillo,28.0,89
France,"Pinot Noir",37.0,89
Moldova,"Red Blend",39.0,89
Chile,"Cabernet Sauvignon",20.0,89
US,Chardonnay,22.0,89
US,Syrah,49.0,89
US,"Mourvèdre",76.0,89
Spain,"Albariño",17.0,89
Italy,Carricante,80.0,89
Italy,Grillo,15.0,89
US,Grenache,35.0,89
Italy,"Nerello Mascalese",52.0,89
France,"Pinot Noir",38.0,89
US,"Pinot Noir",75.0,95
US,"Pinot Noir",45.0,95
France,Riesling,41.0,95
Australia,"Cabernet Sauvignon",500.0,95
US,Syrah,75.0,95
France,"Gewürztraminer",65.0,95
US,"Pinot Noir",95.0,95
Spain,Tempranillo,70.0,95
France,"Bordeaux-style Red Blend",85.0,95
France,"Bordeaux-style Red Blend",75.0,95
France,Riesling,30.0,95
France,"Bordeaux-style White Blend",35.0,95
US,"Pinot Noir",62.0,95
Australia,Shiraz,200.0,95
US,"Pinot Noir",58.0,95
France,"Bordeaux-style Red Blend",150.0,95
Australia,"Red Blend",95.0,95
Australia,Grenache,185.0,95
France,Riesling,100.0,95
Italy,Sangiovese,63.0,95
US,"Pinot Noir",60.0,95
France,"Alsace white blend",98.0,95
France,Riesling,43.0,95
US,"Pinot Noir",70.0,95
US,"Pinot Noir",60.0,95
US,"Pinot Noir",82.0,95
France,"Bordeaux-style Red Blend",120.0,94
France,"Bordeaux-style Red Blend",20.0,86
US,"Pinot Noir",8.0,86
US,"Pinot Noir",55.0,86
France,"Bordeaux-style Red Blend",20.0,86
Italy,Sangiovese,75.0,86
Spain,Tempranillo,12.0,86
Spain,"Tempranillo Blend",15.0,86
Argentina,"Cabernet Sauvignon",13.0,86
France,"Bordeaux-style Red Blend",25.0,86
France,"Bordeaux-style Red Blend",28.0,86
France,"Bordeaux-style Red Blend",25.0,86
France,"Bordeaux-style Red Blend",39.0,86
US,"Bordeaux-style Red Blend",26.0,86
Argentina,"Chenin Blanc-Chardonnay",11.0,86
France,"Bordeaux-style Red Blend",15.0,86
US,Chardonnay,15.0,86
Spain,Godello,14.0,86
US,"Red Blend",28.0,86
Italy,Sangiovese,70.0,86
Italy,Sangiovese,90.0,86
Italy,Sangiovese,100.0,86
Italy,Sangiovese,100.0,86
US,"Cabernet Sauvignon",13.0,86
Italy,Sangiovese,90.0,86
Argentina,"Cabernet Sauvignon",16.0,86
US,Chardonnay,18.0,86
US,Chardonnay,12.0,86
US,"Petite Sirah",50.0,86
US,"Rhône-style White Blend",14.0,86
US,Chardonnay,25.0,91
US,Chardonnay,32.0,91
Austria,"Gelber Muskateller",22.0,91
Austria,"Grüner Veltliner",15.0,91
"New Zealand","Sauvignon Blanc",30.0,91
US,"Pinot Noir",67.0,91
US,"Cabernet Sauvignon",90.0,91
Austria,"Blaufränkisch",18.0,91
Italy,Sauvignon,45.0,91
Austria,"Grüner Veltliner",13.0,91
US,"Sauvignon Blanc",30.0,91
France,"Provence red blend",60.0,91
France,"Rosé",24.0,91
France,"Rosé",25.0,91
France,Viognier,90.0,91
Italy,Greco,35.0,91
France,"Rosé",24.0,91
France,"Rosé",20.0,91
France,"Rosé",17.0,91
France,"Rosé",20.0,91
Austria,"Gelber Muskateller",17.0,91
Austria,"Roter Veltliner",17.0,91
US,"Red Blend",39.0,91
US,"Pinot Noir",55.0,91
US,"Sauvignon Blanc-Semillon",24.0,91
US,"Cabernet Sauvignon",89.0,91
US,"Rosé",20.0,91
Spain,"Tempranillo-Cabernet Sauvignon",80.0,91
US,Zinfandel,28.0,91
US,"Cabernet Sauvignon",54.0,91
Italy,Sangiovese,80.0,89
Italy,Sangiovese,100.0,89
US,"Pinot Gris",20.0,89
Italy,Sangiovese,128.0,89
US,Chardonnay,12.0,89
France,Chardonnay,50.0,89
France,"Sauvignon Blanc",40.0,89
US,"Petite Verdot",32.0,89
US,"Bordeaux-style Red Blend",40.0,89
Macedonia,Vranec,15.0,89
US,"Pinot Noir",35.0,89
US,"Cabernet Sauvignon",25.0,89
Italy,Sangiovese,130.0,89
US,"Petit Verdot",30.0,89
US,Zinfandel,49.0,89
US,Syrah,34.0,89
US,Merlot,45.0,89
France,"Pinot Noir",79.0,89
Canada,"Pinot Noir",40.0,89
US,"Pinot Noir",25.0,89
Italy,Sangiovese,14.0,89
US,Syrah,26.0,89
Slovenia,"Ribolla Gialla",27.0,89
Italy,Sangiovese,99.0,89
Italy,"Red Blend",30.0,89
India,"Sauvignon Blanc",12.0,89
US,"Red Blend",18.0,89
Canada,Chardonnay,18.0,89
US,Merlot,10.0,89
Italy,Sangiovese,33.0,89
US,"Cabernet Sauvignon",20.0,91
US,"Red Blend",80.0,91
US,"Rhône-style Red Blend",35.0,91
US,Grenache-Syrah,35.0,91
US,Grenache,34.0,91
US,Zinfandel,35.0,91
US,"Cabernet Sauvignon",42.0,91
US,"Cabernet Sauvignon",20.0,91
France,Riesling,29.0,90
France,"White Blend",21.0,90
Uruguay,"Red Blend",45.0,90
US,"Cabernet Sauvignon",75.0,90
US,Riesling,15.0,90
US,Chardonnay,55.0,90
Uruguay,"Red Blend",57.0,90
France,"Bordeaux-style Red Blend",38.0,90
France,"Bordeaux-style Red Blend",30.0,90
France,"Bordeaux-style Red Blend",24.0,90
France,"Bordeaux-style Red Blend",14.0,90
US,"Cabernet Franc",29.0,90
Portugal,Aragonez,24.0,90
US,"Sauvignon Blanc",18.0,90
US,"Cabernet Sauvignon",65.0,90
Slovenia,Vitovska,23.0,90
India,"Sauvignon Blanc",12.0,90
US,Zinfandel,26.0,90
US,"Rhône-style Red Blend",25.0,90
US,Sangiovese,24.0,90
US,"Cabernet Sauvignon",90.0,90
US,Syrah,50.0,90
Germany,"Gewürztraminer",27.0,88
Spain,Godello,70.0,88
US,"Cabernet Franc",25.0,88
Italy,Nebbiolo,26.0,88
France,Malbec,19.0,88
France,Malbec,30.0,88
US,"Red Blend",18.0,88
Germany,Riesling,18.0,88
Germany,Riesling,24.0,88
Italy,"Red Blend",32.0,88
US,Chardonnay,36.0,88
US,"Sauvignon Blanc",25.0,88
France,"White Blend",16.0,88
US,"Rhône-style Red Blend",30.0,88
US,"Rosé",22.0,88
France,"Rosé",16.0,88
US,"Sauvignon Blanc",25.0,88
US,Viognier,30.0,88
Italy,"Red Blend",20.0,88
US,"Pinot Gris",16.0,88
Spain,Syrah,24.0,88
US,"Pinot Noir-Syrah",24.0,88
Chile,"Cabernet Sauvignon",20.0,88
US,"Pinot Noir",30.0,88
Germany,Riesling,26.0,88
US,"Pinot Noir",60.0,88
US,"Albariño",21.0,88
US,"Sauvignon Blanc",25.0,88
US,"Pinot Noir",26.0,88
Italy,Sangiovese,18.0,88
US,"Pinot Noir",75.0,90
Italy,Sauvignon,30.0,90
US,"Gamay Noir",29.0,90
US,Merlot,30.0,90
US,"Pinot Noir",80.0,90
Italy,"Pinot Bianco",37.0,90
France,"Bordeaux-style Red Blend",45.0,90
France,Malbec,25.0,90
Portugal,"Portuguese Red",13.0,90
Germany,"Spätburgunder",110.0,89
France,Chardonnay,50.0,89
Italy,"Pinot Grigio",22.0,89
Italy,"Pinot Grigio",18.0,89
Portugal,"Portuguese Red",14.0,89
US,"Bordeaux-style Red Blend",80.0,89
US,"Pinot Noir",60.0,89
France,Syrah,40.0,89
France,"Bordeaux-style Red Blend",25.0,89
US,Chardonnay,42.0,89
US,"Cabernet Sauvignon",68.0,89
US,"Pinot Noir",20.0,89
Italy,"Red Blend",30.0,89
France,Gamay,22.0,89
France,Gamay,25.0,89
Italy,Turbiana,25.0,89
Portugal,"Portuguese White",13.0,89
Germany,"Pinot Noir",14.0,89
US,"Pinot Noir",20.0,89
Portugal,"Aragonês",14.0,89
US,"Red Blend",40.0,89
Germany,Riesling,30.0,89
Germany,Riesling,40.0,89
France,Malbec,16.0,89
Spain,"White Blend",26.0,89
Italy,Nebbiolo,35.0,89
Italy,Nebbiolo,26.0,89
US,"Pinot Noir",45.0,89
Germany,"Pinot Gris",25.0,89
US,"Red Blend",40.0,89
US,"Gewürztraminer",35.0,89
France,Chardonnay,43.0,89
Spain,"Albariño",18.0,89
Argentina,"Red Blend",25.0,89
Italy,Nebbiolo,42.0,89
US,"Pinot Noir",50.0,89
US,"Pinot Noir",75.0,89
Spain,Tempranillo,16.0,89
Israel,Chardonnay,18.0,89
Argentina,"Red Blend",35.0,89
Germany,Grauburgunder,19.0,89
Germany,Riesling,24.0,89
Germany,Riesling,20.0,89
US,Viognier,22.0,87
US,"Red Blend",50.0,87
US,"White Blend",16.0,87
US,Chardonnay,39.0,87
Slovenia,"Red Blend",12.0,87
Croatia,Posip,19.0,87
Italy,Nebbiolo,80.0,87
US,"White Blend",36.0,87
US,"Petite Sirah",54.0,87
US,Merlot,19.0,87
Spain,"Red Blend",23.0,87
Spain,"Red Blend",52.0,87
US,"Red Blend",50.0,87
Italy,Nebbiolo,25.0,87
Portugal,Syrah,10.0,87
US,Meritage,40.0,87
US,"Pinot Noir",48.0,87
US,"Cabernet Sauvignon",70.0,87
Italy,Nebbiolo,66.0,87
US,"Pinot Noir",17.0,87
US,Meritage,22.0,87
US,"Cabernet Sauvignon",49.0,87
France,"Pinot Noir",26.0,87
US,"Cabernet Sauvignon-Merlot",18.0,87
US,"Red Blend",23.0,87
US,"Pinot Noir",42.0,87
US,"Bordeaux-style Red Blend",36.0,87
US,Chardonnay,34.0,87
US,Viognier,25.0,87
France,"Pinot Noir",48.0,89
France,Chardonnay,35.0,89
US,"Pinot Noir",50.0,89
France,"Alsace white blend",23.0,89
France,Auxerrois,24.0,89
